age,region,sexe,type,entendu
23,Nord_Ouest,male,normee,1
23,Nord_Ouest,male,non_normee,1
23,Nord_Ouest,male,normee,1
23,Nord_Ouest,male,non_normee,1
23,Nord_Ouest,male,normee,1
23,Nord_Ouest,male,normee,1
19,Nord_Ouest,female,non_normee,1
19,Nord_Ouest,female,normee,1
19,Nord_Ouest,female,normee,1
19,Nord_Ouest,female,normee,1
19,Nord_Ouest,female,non_normee,1
19,Nord_Ouest,female,normee,1
19,Nord_Ouest,female,non_normee,1
19,Nord_Ouest,female,normee,1
19,Nord_Ouest,female,normee,1
19,Nord_Ouest,female,non_normee,1
19,Nord_Ouest,female,normee,1
19,Nord_Ouest,female,non_normee,1
19,Nord_Ouest,female,normee,1
19,Nord_Ouest,female,normee,1
19,Nord_Ouest,female,non_normee,1
19,Nord_Ouest,female,normee,1
19,Nord_Ouest,female,non_normee,1
19,Nord_Ouest,female,normee,1
19,Nord_Ouest,female,normee,1
19,Nord_Ouest,female,normee,1
19,Nord_Ouest,female,non_normee,1
19,Sud,female,normee,1
19,Sud,female,non_normee,1
19,Sud,female,normee,1
19,Sud,female,non_normee,1
19,Sud,female,normee,1
19,Sud,female,normee,1
19,Sud,female,normee,1
19,Sud,female,normee,1
19,Sud,female,non_normee,1
19,Sud,female,normee,1
19,Sud,female,sud_ouest,1
19,Sud,female,non_normee,1
19,Sud,female,normee,1
19,Sud,female,normee,1
19,Sud,female,normee,1
19,Sud,female,non_normee,1
19,Sud,female,normee,1
19,Sud,female,normee,1
19,Sud,female,normee,1
21,Paris et alentours,female,normee,1
21,Paris et alentours,female,non_normee,1
21,Paris et alentours,female,normee,1
21,Paris et alentours,female,non_normee,1
21,Paris et alentours,female,normee,1
21,Paris et alentours,female,sud_ouest,1
21,Paris et alentours,female,normee,1
21,Paris et alentours,female,non_normee,1
21,Paris et alentours,female,normee,1
21,Paris et alentours,female,non_normee,1
21,Paris et alentours,female,normee,1
21,Paris et alentours,female,normee,1
21,Paris et alentours,female,sud_ouest,1
21,Paris et alentours,female,normee,1
21,Paris et alentours,female,normee,1
21,Paris et alentours,female,normee,1
21,Paris et alentours,female,non_normee,1
21,Paris et alentours,female,normee,1
21,Paris et alentours,female,sud_ouest,1
21,Paris et alentours,female,non_normee,1
21,Paris et alentours,female,non_normee,1
21,Paris et alentours,female,normee,1
21,Paris et alentours,female,non_normee,1
21,Paris et alentours,female,normee,1
21,Paris et alentours,female,sud_ouest,1
21,Paris et alentours,female,non_normee,1
22,Sud_Ouest,female,non_normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,non_normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,non_normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,sud_ouest,1
22,Sud_Ouest,female,non_normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,non_normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,sud_ouest,1
22,Sud_Ouest,female,non_normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,non_normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,non_normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,sud_ouest,1
22,Sud_Ouest,female,non_normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,non_normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,non_normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,sud_ouest,1
33,Sud_Ouest,female,normee,1
33,Sud_Ouest,female,normee,1
33,Sud_Ouest,female,non_normee,1
33,Sud_Ouest,female,non_normee,1
33,Sud_Ouest,female,sud_ouest,1
33,Sud_Ouest,female,normee,1
33,Sud_Ouest,female,normee,1
33,Sud_Ouest,female,normee,1
33,Sud_Ouest,female,non_normee,1
33,Sud_Ouest,female,normee,1
33,Sud_Ouest,female,sud_ouest,1
33,Sud_Ouest,female,normee,1
33,Sud_Ouest,female,normee,1
33,Sud_Ouest,female,non_normee,1
33,Sud_Ouest,female,normee,1
33,Sud_Ouest,female,normee,1
33,Sud_Ouest,female,sud_ouest,1
33,Sud_Ouest,female,normee,1
33,Sud_Ouest,female,non_normee,1
33,Sud_Ouest,female,normee,1
33,Sud_Ouest,female,non_normee,1
33,Sud_Ouest,female,normee,1
33,Sud_Ouest,female,non_normee,1
33,Sud_Ouest,female,normee,1
33,Sud_Ouest,female,normee,1
21,Nord,female,normee,1
21,Nord,female,normee,1
21,Nord,female,normee,1
21,Nord,female,normee,1
21,Nord,female,non_normee,1
21,Nord,female,normee,1
21,Nord,female,non_normee,1
21,Nord,female,normee,1
21,Nord,female,normee,1
21,Nord,female,normee,1
21,Nord,female,non_normee,1
21,Nord,female,normee,1
21,Nord,female,normee,1
21,Nord,female,non_normee,1
21,Nord,female,normee,1
21,Nord,female,non_normee,1
21,Nord,female,normee,1
21,Nord,female,normee,1
21,Nord,female,normee,1
20,Sud_Ouest,female,non_normee,1
20,Sud_Ouest,female,normee,1
20,Sud_Ouest,female,non_normee,1
20,Sud_Ouest,female,sud_ouest,1
20,Sud_Ouest,female,normee,1
20,Sud_Ouest,female,normee,1
20,Sud_Ouest,female,non_normee,1
20,Sud_Ouest,female,normee,1
20,Sud_Ouest,female,normee,1
20,Sud_Ouest,female,sud_ouest,1
20,Sud_Ouest,female,non_normee,1
20,Sud_Ouest,female,normee,1
20,Sud_Ouest,female,non_normee,1
20,Sud_Ouest,female,normee,1
20,Sud_Ouest,female,non_normee,1
20,Sud_Ouest,female,normee,1
20,Sud_Ouest,female,non_normee,1
20,Sud_Ouest,female,sud_ouest,1
20,Sud_Ouest,female,non_normee,1
20,Sud_Ouest,female,non_normee,1
20,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,sud_ouest,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,sud_ouest,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,sud_ouest,1
19,Sud_Ouest,female,normee,1
18,Paris et alentours,female,non_normee,1
18,Paris et alentours,female,normee,1
18,Paris et alentours,female,non_normee,1
18,Paris et alentours,female,normee,1
18,Paris et alentours,female,non_normee,1
18,Paris et alentours,female,normee,1
18,Paris et alentours,female,non_normee,1
18,Paris et alentours,female,normee,1
18,Paris et alentours,female,non_normee,1
18,Paris et alentours,female,normee,1
18,Paris et alentours,female,non_normee,1
18,Paris et alentours,female,non_normee,1
18,Paris et alentours,female,normee,1
18,Paris et alentours,female,non_normee,1
18,Paris et alentours,female,normee,1
18,Paris et alentours,female,normee,1
18,Paris et alentours,female,normee,1
18,Paris et alentours,female,normee,1
18,Paris et alentours,female,non_normee,1
18,Paris et alentours,female,normee,1
18,Paris et alentours,female,non_normee,1
18,Paris et alentours,female,normee,1
18,Paris et alentours,female,normee,1
29,Hors metropole,male,normee,1
29,Hors metropole,male,non_normee,1
29,Hors metropole,male,normee,1
29,Hors metropole,male,non_normee,1
29,Hors metropole,male,normee,1
29,Hors metropole,male,normee,1
29,Hors metropole,male,normee,1
29,Hors metropole,male,non_normee,1
29,Hors metropole,male,normee,1
29,Hors metropole,male,non_normee,1
29,Hors metropole,male,normee,1
29,Hors metropole,male,non_normee,1
29,Hors metropole,male,normee,1
29,Hors metropole,male,normee,1
29,Hors metropole,male,normee,1
29,Hors metropole,male,normee,1
29,Hors metropole,male,normee,1
29,Hors metropole,male,normee,1
29,Hors metropole,male,normee,1
20,Nord,female,normee,1
20,Nord,female,non_normee,1
20,Nord,female,normee,1
20,Nord,female,normee,1
20,Nord,female,normee,1
20,Nord,female,normee,1
20,Nord,female,normee,1
20,Nord,female,non_normee,1
20,Nord,female,normee,1
20,Nord,female,non_normee,1
20,Nord,female,normee,1
20,Nord,female,non_normee,1
20,Nord,female,normee,1
20,Nord,female,non_normee,1
20,Nord,female,normee,1
20,Nord,female,normee,1
18,Sud_Ouest,female,normee,1
18,Sud_Ouest,female,normee,1
18,Sud_Ouest,female,sud_ouest,1
18,Sud_Ouest,female,normee,1
18,Sud_Ouest,female,normee,1
18,Sud_Ouest,female,normee,1
18,Sud_Ouest,female,non_normee,1
32,Hors metropole,female,normee,1
32,Hors metropole,female,normee,1
32,Hors metropole,female,non_normee,1
32,Hors metropole,female,normee,1
32,Hors metropole,female,non_normee,1
32,Hors metropole,female,normee,1
32,Hors metropole,female,non_normee,1
32,Hors metropole,female,non_normee,1
32,Hors metropole,female,normee,1
32,Hors metropole,female,normee,1
32,Hors metropole,female,non_normee,1
32,Hors metropole,female,non_normee,1
32,Hors metropole,female,non_normee,1
32,Hors metropole,female,non_normee,1
32,Hors metropole,female,non_normee,1
32,Hors metropole,female,normee,1
32,Hors metropole,female,non_normee,1
49,Nord,female,normee,1
49,Nord,female,normee,1
49,Nord,female,normee,1
49,Nord,female,normee,1
49,Nord,female,normee,1
49,Nord,female,normee,1
49,Nord,female,normee,1
49,Nord,female,non_normee,1
49,Nord,female,normee,1
49,Nord,female,non_normee,1
49,Nord,female,non_normee,1
49,Nord,female,normee,1
49,Nord,female,normee,1
31,Sud_Ouest,female,normee,1
31,Sud_Ouest,female,non_normee,1
31,Sud_Ouest,female,normee,1
31,Sud_Ouest,female,non_normee,1
31,Sud_Ouest,female,normee,1
31,Sud_Ouest,female,non_normee,1
31,Sud_Ouest,female,normee,1
31,Sud_Ouest,female,sud_ouest,1
31,Sud_Ouest,female,non_normee,1
31,Sud_Ouest,female,normee,1
31,Sud_Ouest,female,non_normee,1
31,Sud_Ouest,female,non_normee,1
31,Sud_Ouest,female,normee,1
31,Sud_Ouest,female,non_normee,1
31,Sud_Ouest,female,normee,1
31,Sud_Ouest,female,sud_ouest,1
31,Sud_Ouest,female,non_normee,1
31,Sud_Ouest,female,normee,1
31,Sud_Ouest,female,normee,1
31,Sud_Ouest,female,non_normee,1
31,Sud_Ouest,female,normee,1
31,Sud_Ouest,female,sud_ouest,1
31,Sud_Ouest,female,normee,1
31,Sud_Ouest,female,normee,1
31,Sud_Ouest,female,normee,1
31,Sud_Ouest,female,sud_ouest,1
40,Hors metropole,female,normee,1
40,Hors metropole,female,non_normee,1
40,Hors metropole,female,non_normee,1
40,Hors metropole,female,normee,1
40,Hors metropole,female,normee,1
40,Hors metropole,female,non_normee,1
40,Hors metropole,female,normee,1
40,Hors metropole,female,non_normee,1
40,Hors metropole,female,non_normee,1
40,Hors metropole,female,normee,1
40,Hors metropole,female,normee,1
40,Hors metropole,female,non_normee,1
40,Hors metropole,female,normee,1
40,Hors metropole,female,normee,1
40,Hors metropole,female,non_normee,1
40,Hors metropole,female,normee,1
40,Hors metropole,female,non_normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,sud_ouest,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,sud_ouest,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,sud_ouest,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,sud_ouest,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,sud_ouest,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,sud_ouest,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,non_normee,1
26,Paris et alentours,female,normee,1
26,Paris et alentours,female,non_normee,1
26,Paris et alentours,female,normee,1
26,Paris et alentours,female,non_normee,1
26,Paris et alentours,female,normee,1
26,Paris et alentours,female,non_normee,1
26,Paris et alentours,female,non_normee,1
26,Paris et alentours,female,normee,1
26,Paris et alentours,female,non_normee,1
26,Paris et alentours,female,normee,1
26,Paris et alentours,female,non_normee,1
26,Paris et alentours,female,normee,1
26,Paris et alentours,female,normee,1
26,Paris et alentours,female,normee,1
26,Paris et alentours,female,non_normee,1
26,Paris et alentours,female,normee,1
26,Paris et alentours,female,non_normee,1
26,Paris et alentours,female,normee,1
26,Paris et alentours,female,non_normee,1
26,Paris et alentours,female,normee,1
26,Paris et alentours,female,normee,1
26,Paris et alentours,female,normee,1
26,Paris et alentours,female,normee,1
26,Paris et alentours,female,non_normee,1
26,Paris et alentours,female,non_normee,1
38,Hors metropole,male,non_normee,1
38,Hors metropole,male,non_normee,1
38,Hors metropole,male,non_normee,1
29,Sud,female,normee,1
29,Sud,female,non_normee,1
29,Sud,female,normee,1
29,Sud,female,normee,1
29,Sud,female,non_normee,1
29,Sud,female,normee,1
29,Sud,female,normee,1
29,Sud,female,non_normee,1
29,Sud,female,normee,1
29,Sud,female,normee,1
29,Sud,female,normee,1
29,Sud,female,sud_ouest,1
29,Sud,female,normee,1
29,Sud,female,non_normee,1
29,Sud,female,normee,1
29,Sud,female,non_normee,1
29,Sud,female,normee,1
29,Sud,female,non_normee,1
29,Sud,female,normee,1
29,Sud,female,non_normee,1
29,Sud,female,normee,1
29,Sud,female,normee,1
29,Sud,female,normee,1
29,Sud,female,non_normee,1
29,Sud,female,sud_ouest,1
23,Sud_Ouest,male,normee,1
23,Sud_Ouest,male,non_normee,1
23,Sud_Ouest,male,normee,1
23,Sud_Ouest,male,non_normee,1
23,Sud_Ouest,male,normee,1
23,Sud_Ouest,male,normee,1
23,Sud_Ouest,male,non_normee,1
23,Sud_Ouest,male,sud_ouest,1
23,Sud_Ouest,male,normee,1
23,Sud_Ouest,male,non_normee,1
23,Sud_Ouest,male,normee,1
23,Sud_Ouest,male,non_normee,1
23,Sud_Ouest,male,normee,1
23,Sud_Ouest,male,non_normee,1
23,Sud_Ouest,male,normee,1
23,Sud_Ouest,male,non_normee,1
23,Sud_Ouest,male,normee,1
23,Sud_Ouest,male,non_normee,1
23,Sud_Ouest,male,normee,1
23,Sud_Ouest,male,normee,1
23,Sud_Ouest,male,non_normee,1
23,Sud_Ouest,male,normee,1
23,Sud_Ouest,male,non_normee,1
23,Sud_Ouest,male,normee,1
23,Sud_Ouest,male,non_normee,1
23,Sud_Ouest,male,normee,1
23,Sud_Ouest,male,non_normee,1
23,Sud_Ouest,male,normee,1
23,Sud_Ouest,male,normee,1
23,Sud_Ouest,male,non_normee,1
23,Sud_Ouest,male,sud_ouest,1
21,Sud_Ouest,female,non_normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,non_normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,non_normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,non_normee,1
21,Sud_Ouest,female,sud_ouest,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,non_normee,1
21,Sud_Ouest,female,non_normee,1
21,Sud_Ouest,female,non_normee,1
21,Sud_Ouest,female,sud_ouest,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,non_normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,sud_ouest,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,non_normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,non_normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,non_normee,1
21,Sud_Ouest,female,sud_ouest,1
21,Sud_Ouest,female,normee,1
23,Sud,male,normee,1
23,Sud,male,non_normee,1
23,Sud,male,normee,1
23,Sud,male,non_normee,1
23,Sud,male,normee,1
23,Sud,male,non_normee,1
23,Sud,male,normee,1
23,Sud,male,non_normee,1
23,Sud,male,normee,1
23,Sud,male,normee,1
23,Sud,male,normee,1
23,Sud,male,non_normee,1
23,Sud,male,normee,1
23,Sud,male,normee,1
23,Sud,male,normee,1
23,Sud,male,normee,1
23,Sud,male,non_normee,1
23,Sud,male,normee,1
23,Sud,male,non_normee,1
23,Sud,male,normee,1
23,Sud,male,normee,1
23,Sud,male,non_normee,1
23,Sud,male,normee,1
23,Sud,male,non_normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,non_normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,non_normee,1
22,Sud_Ouest,female,sud_ouest,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,non_normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,non_normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,sud_ouest,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,non_normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,non_normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,non_normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,non_normee,1
21,Sud_Ouest,male,normee,1
21,Sud_Ouest,male,normee,1
21,Sud_Ouest,male,non_normee,1
21,Sud_Ouest,male,normee,1
21,Sud_Ouest,male,sud_ouest,1
21,Sud_Ouest,male,normee,1
21,Sud_Ouest,male,normee,1
21,Sud_Ouest,male,normee,1
21,Sud_Ouest,male,normee,1
21,Sud_Ouest,male,normee,1
21,Sud_Ouest,male,non_normee,1
21,Sud_Ouest,male,normee,1
21,Sud_Ouest,male,non_normee,1
21,Sud_Ouest,male,normee,1
21,Sud_Ouest,male,normee,1
21,Sud_Ouest,male,normee,1
21,Sud_Ouest,male,sud_ouest,1
27,Paris et alentours,male,non_normee,1
27,Paris et alentours,male,normee,1
27,Paris et alentours,male,normee,1
27,Paris et alentours,male,non_normee,1
27,Paris et alentours,male,normee,1
27,Paris et alentours,male,non_normee,1
27,Paris et alentours,male,normee,1
27,Paris et alentours,male,non_normee,1
27,Paris et alentours,male,non_normee,1
27,Paris et alentours,male,normee,1
27,Paris et alentours,male,non_normee,1
27,Paris et alentours,male,normee,1
27,Paris et alentours,male,non_normee,1
27,Paris et alentours,male,normee,1
27,Paris et alentours,male,non_normee,1
27,Paris et alentours,male,normee,1
27,Paris et alentours,male,non_normee,1
27,Paris et alentours,male,normee,1
27,Paris et alentours,male,normee,1
27,Paris et alentours,male,non_normee,1
27,Paris et alentours,male,normee,1
27,Paris et alentours,male,non_normee,1
27,Paris et alentours,male,normee,1
27,Paris et alentours,male,non_normee,1
27,Paris et alentours,male,normee,1
27,Paris et alentours,male,non_normee,1
27,Paris et alentours,male,normee,1
27,Paris et alentours,male,non_normee,1
27,Paris et alentours,male,normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,sud_ouest,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,sud_ouest,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,sud_ouest,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,sud_ouest,1
22,Sud,female,normee,1
22,Sud,female,non_normee,1
22,Sud,female,normee,1
22,Sud,female,non_normee,1
22,Sud,female,normee,1
22,Sud,female,non_normee,1
22,Sud,female,normee,1
22,Sud,female,non_normee,1
22,Sud,female,normee,1
22,Sud,female,normee,1
22,Sud,female,non_normee,1
22,Sud,female,normee,1
22,Sud,female,non_normee,1
22,Sud,female,normee,1
22,Sud,female,non_normee,1
22,Sud,female,normee,1
22,Sud,female,non_normee,1
22,Sud,female,non_normee,1
22,Sud,female,normee,1
22,Sud,female,normee,1
22,Sud,female,normee,1
22,Sud,female,non_normee,1
22,Sud,female,normee,1
22,Sud,female,non_normee,1
22,Sud,female,normee,1
22,Sud,female,non_normee,1
22,Sud,female,normee,1
22,Sud,female,non_normee,1
19,Sud_Ouest,male,normee,1
19,Sud_Ouest,male,normee,1
19,Sud_Ouest,male,non_normee,1
19,Sud_Ouest,male,non_normee,1
19,Sud_Ouest,male,normee,1
19,Sud_Ouest,male,normee,1
19,Sud_Ouest,male,non_normee,1
19,Sud_Ouest,male,normee,1
19,Sud_Ouest,male,normee,1
19,Sud_Ouest,male,normee,1
19,Sud_Ouest,male,non_normee,1
19,Sud_Ouest,male,normee,1
19,Sud_Ouest,male,non_normee,1
19,Sud_Ouest,male,normee,1
19,Sud_Ouest,male,normee,1
19,Sud_Ouest,male,normee,1
19,Sud_Ouest,male,normee,1
25,Paris et alentours,female,normee,1
25,Paris et alentours,female,normee,1
25,Paris et alentours,female,non_normee,1
25,Paris et alentours,female,normee,1
25,Paris et alentours,female,normee,1
25,Paris et alentours,female,normee,1
25,Paris et alentours,female,normee,1
25,Paris et alentours,female,non_normee,1
25,Paris et alentours,female,normee,1
25,Paris et alentours,female,non_normee,1
25,Paris et alentours,female,normee,1
25,Paris et alentours,female,non_normee,1
25,Paris et alentours,female,normee,1
25,Paris et alentours,female,non_normee,1
25,Paris et alentours,female,normee,1
25,Paris et alentours,female,normee,1
25,Paris et alentours,female,non_normee,1
25,Paris et alentours,female,normee,1
25,Paris et alentours,female,normee,1
25,Paris et alentours,female,non_normee,1
25,Paris et alentours,female,normee,1
25,Paris et alentours,female,non_normee,1
25,Paris et alentours,female,non_normee,1
25,Paris et alentours,female,normee,1
20,Sud_Ouest,female,normee,1
20,Sud_Ouest,female,non_normee,1
20,Sud_Ouest,female,normee,1
20,Sud_Ouest,female,normee,1
20,Sud_Ouest,female,non_normee,1
20,Sud_Ouest,female,normee,1
20,Sud_Ouest,female,sud_ouest,1
20,Sud_Ouest,female,normee,1
20,Sud_Ouest,female,non_normee,1
20,Sud_Ouest,female,normee,1
20,Sud_Ouest,female,non_normee,1
20,Sud_Ouest,female,normee,1
20,Sud_Ouest,female,sud_ouest,1
20,Sud_Ouest,female,normee,1
20,Sud_Ouest,female,non_normee,1
20,Sud_Ouest,female,normee,1
20,Sud_Ouest,female,non_normee,1
20,Sud_Ouest,female,normee,1
20,Sud_Ouest,female,non_normee,1
20,Sud_Ouest,female,normee,1
20,Sud_Ouest,female,sud_ouest,1
20,Sud_Ouest,female,non_normee,1
20,Sud_Ouest,female,normee,1
20,Sud_Ouest,female,non_normee,1
20,Sud_Ouest,female,normee,1
20,Sud_Ouest,female,normee,1
20,Sud_Ouest,female,normee,1
20,Sud_Ouest,female,sud_ouest,1
20,Sud_Ouest,female,non_normee,1
21,Sud,female,normee,1
21,Sud,female,non_normee,1
21,Sud,female,normee,1
21,Sud,female,non_normee,1
21,Sud,female,non_normee,1
21,Sud,female,normee,1
21,Sud,female,non_normee,1
21,Sud,female,normee,1
21,Sud,female,non_normee,1
21,Sud,female,normee,1
21,Sud,female,normee,1
21,Sud,female,normee,1
21,Sud,female,normee,1
21,Sud,female,non_normee,1
21,Sud,female,normee,1
21,Sud,female,normee,1
21,Sud,female,non_normee,1
21,Sud,female,normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,sud_ouest,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,sud_ouest,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,sud_ouest,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,sud_ouest,1
22,Sud_Ouest,female,non_normee,1
22,Sud_Ouest,female,non_normee,1
22,Sud_Ouest,female,sud_ouest,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,non_normee,1
22,Sud_Ouest,female,sud_ouest,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,sud_ouest,1
22,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,non_normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,non_normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,non_normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,non_normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,non_normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,non_normee,1
21,Sud_Ouest,female,sud_ouest,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,non_normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,non_normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,non_normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,non_normee,1
